id,loss
698,2350.04748424
706,2685.92395866
708,1442.35840173
712,2994.09999898
715,4240.7545037
717,1333.18958121
725,3278.04176273
729,1036.87317231
737,1359.01016014
739,5632.97391162
747,3796.81875684
753,2604.11499768
758,2351.65144872
759,2066.26363085
763,1385.66024934
773,4046.45756403
774,2085.36224881
776,1527.39554845
788,3116.62803555
790,3119.54687274
794,924.268303233
801,2795.20374191
802,1435.86172887
805,1334.99327484
809,5328.24434484
812,1591.88348241
825,2534.45675444
828,2153.437213
830,1359.82851261
833,1092.64326838
850,5679.80198536
852,6137.7707244
862,1452.59560794
863,1286.09132651
864,1505.96683153
865,3709.51628774
868,6501.37598653
872,1581.8460137
879,5049.01427302
880,1567.01806954
883,1250.00821772
886,1360.26719264
923,1708.77680506
924,1415.52644892
932,1405.59203966
945,6424.20123913
947,6569.45003156
948,2146.71868725
955,2726.9925312
963,4196.74431963
979,1357.05241413
989,1398.40908004
994,3113.92492051
995,1841.59296088
998,1276.57689478
1000,4589.34592926
1018,1754.87325154
1019,1704.5431909
1028,1847.81409969
1034,1273.99208041
1038,1620.94943478
1040,1383.06499814
1042,1282.36125911
1057,7109.65141541
1058,2303.81415911
1063,944.780664202
1066,4497.9251701
1071,4084.46205966
1073,3946.0169891
1074,2847.58955177
1077,2898.1867577
1080,10132.068344
1088,827.354758086
1096,746.072097249
1097,12475.0854734
1105,6083.57481022
1115,1912.00185957
1116,3067.31628185
1122,2212.20610315
1130,5063.26670014
1133,960.921238797
1137,1748.79997273
1140,1955.06790839
1143,8116.57558166
1149,5700.52885254
1150,905.330994539
1153,709.095813474
1157,855.252127999
1180,619.707510836
1183,884.927858514
1188,1568.63578525
1193,1026.75463237
1200,774.757568973
1209,4295.70550501
1214,1886.11168947
1219,1931.56338106
1223,6263.74407667
1227,793.481130924
1228,1493.5251365
1229,4733.36006986
1233,886.973444838
1238,6378.4284337
1239,2050.69499697
1241,3302.78707214
1243,1734.44709612
1244,1124.85328736
1245,3242.95535063
1277,4650.15183226
1279,3102.28331713
1292,12792.412726
1293,1432.59574555
1299,9628.77387109
1304,3124.29082368
1313,3754.1377445
1328,2049.57418737
1330,1106.66795972
1334,1452.28060877
1335,1297.5797722
1336,5948.22271067
1341,1026.02795799
1344,1120.26724714
1351,803.476253564
1352,2519.77977449
1354,1491.0577212
1368,4192.18009112
1373,1442.2515562
1375,639.724875037
1381,1500.74807583
1384,4660.39518587
1385,4423.78844305
1388,5884.00291864
1401,5779.73446731
1402,2649.19825819
1404,1455.64641639
1406,1436.83040092
1409,1080.01781576
1422,1408.63695588
1429,3208.344745
1433,5765.61611482
1438,1099.86003318
1444,1111.01634501
1446,1083.40567255
1450,1125.15755375
1451,750.054992406
1454,1749.90343882
1458,2110.72776029
1461,3599.24640832
1464,6015.34779548
1465,957.970524977
1478,2087.21070735
1479,1649.05511604
1480,2554.10393063
1484,2315.15864547
1486,835.203337951
1488,826.343389291
1489,3427.47158348
1491,966.028359518
1507,2211.61541327
1515,2093.95888664
1519,2743.59313525
1528,1656.60704011
1529,929.900447296
1530,2995.06161246
1532,1173.2164159
1541,1625.71471661
1542,3332.44602906
1547,1432.6299063
1549,1148.67641372
1553,2320.85083953
1554,2984.27594109
1555,1252.07001344
1559,1475.42958065
1565,1540.561317
1568,1124.93905986
1576,3594.22965893
1579,984.668643852
1592,880.628108802
1596,3331.81146381
1605,892.993970027
1607,1482.12873013
1612,2014.65923253
1617,3011.28614685
1619,2334.090449
1620,8466.68054156
1624,2607.82954102
1627,1247.37109055
1633,1674.72091103
1636,1238.19640234
1639,1056.39954149
1640,4640.86951376
1644,1089.554202
1646,1389.57672847
1647,2328.38593167
1654,1304.9381686
1655,3373.39746118
1664,6371.73682179
1665,2146.04885792
1667,5521.74791563
1669,1105.28438021
1678,2174.57029502
1682,1943.34190066
1689,1015.92273227
1690,2706.29131021
1693,5568.67373581
1695,882.784523952
1705,2185.10162354
1706,2535.9893823
1708,2083.95889285
1716,2019.96626643
1720,8868.06104757
1722,1691.28946886
1749,4193.50438607
1750,1492.51623008
1751,5900.78466058
1760,2755.87360987
1763,4282.95710481
1770,1471.3295491
1777,1931.93885525
1785,6032.05495089
1791,1123.20714974
1794,4520.9433398
1800,1198.79573846
1816,1288.13363554
1817,959.350185426
1821,3301.43670767
1836,1360.74626035
1838,1668.74406504
1851,2004.64736805
1852,2924.83710238
1854,2400.4605503
1856,757.657162452
1865,741.497754801
1872,1059.98805235
1878,749.771494079
1880,978.528171402
1881,1372.79576811
1882,1825.93196347
1886,817.38008283
1892,1490.38879084
1894,2417.01726133
1898,2641.61564387
1899,2436.74325891
1902,1187.8578419
1903,3874.24122652
1906,1360.12296724
1910,2280.8439556
1911,1768.63168033
1914,3331.06599676
1929,3234.20657277
1932,1367.9162823
1952,971.666579085
1959,1317.3651274
1960,1795.08786228
1976,4049.56456777
1980,2932.36383816
1981,1988.89948706
1987,2179.13126266
1994,1677.1182103
2000,801.807753715
2008,2185.95386071
2011,2346.33529999
2012,5364.61504068
2019,1796.15180407
2022,3423.88484592
2024,8918.88436337
2028,842.100374115
2030,3755.2537093
2031,7085.22618642
2047,1794.97023043
2049,629.01248497
2050,1543.88963318
2051,4684.89951843
2056,1585.39152622
2057,995.176877899
2059,2279.8349634
2069,3817.02541053
2085,1753.21143962
2089,920.312926256
2090,1607.61374451
2101,3061.1761462
2114,2322.96405884
2115,1326.3874324
2118,1270.61033056
2119,2369.09679906
2125,1568.71038609
2128,3163.38097085
2129,1457.37619245
2132,1719.02302757
2133,2382.41668543
2135,715.06673573
2136,1650.40612944
2143,1135.03151857
2144,1080.93399728
2145,2779.52608651
2152,2189.22106284
2160,3657.21186693
2166,1514.10658092
2169,1050.13208497
2170,1521.62029126
2172,1642.90155626
2181,1541.28954787
2183,1717.86602969
2185,3176.30789895
2188,2452.75389468
2189,2123.9150383
2194,5183.91104952
2202,1440.07999224
2208,2803.77524381
2227,1847.58620109
2230,5560.86389163
2235,2080.63483653
2236,1620.40617241
2244,7412.45902791
2248,1445.50111565
2252,1379.08750983
2254,1559.36645
2260,5645.82743791
2263,1939.44080866
2274,1568.04496558
2277,916.105076095
2279,6651.44902085
2280,11465.6057931
2283,2680.43236141
2284,763.548233933
2288,2871.53110913
2292,1999.87969672
2295,5101.22993069
2296,1180.57877369
2299,2484.41049927
2315,5358.05532479
2318,1565.73943285
2329,10589.1158502
2337,1477.51124434
2340,1003.74144899
2342,1611.2838141
2347,2442.17164607
2349,4382.73388932
2354,1226.08618287
2361,2482.20647374
2370,1629.22369744
2378,3050.94042705
2382,4078.09541024
2387,1375.05308907
2389,2050.37758037
2394,1337.6955974
2396,2133.87758881
2400,2749.21466055
2407,2594.79803982
2414,1041.66373281
2415,1802.28263828
2421,2071.14328658
2427,1657.60045708
2428,2611.19946653
2430,2728.63497541
2435,2389.86116644
2445,5327.70305008
2446,1620.63711352
2447,1208.92813501
2449,2005.89559396
2451,1835.28597433
2458,14459.7332134
2462,11071.1408379
2463,2657.78285958
2467,2148.21942107
2471,6228.18124751
2475,2231.58795399
2478,3005.43818602
2483,4367.4127705
2485,1137.08952494
2487,1093.62532719
2494,664.07988451
2497,1847.74692413
2499,1513.2948222
2503,1358.39860289
2513,2670.07544181
2515,2034.50064143
2522,1640.97412062
2523,1282.55109586
2528,2709.62621859
2532,5379.24778827
2536,1049.81524898
2538,1490.41505306
2539,968.907586476
2540,2276.60185734
2545,5019.61130235
2548,1067.73349186
2549,932.021174248
2553,2345.90928547
2563,1716.92978484
2566,2170.23415588
2574,1389.50513909
2575,2827.60155855
2584,2662.36203392
2588,2574.87414246
2589,908.102122032
2592,1465.23554883
2596,1439.62832718
2598,1629.64587932
2602,973.812876417
2603,1482.9568186
2607,2319.23064277
2609,1418.10344862
2611,5655.19450155
2627,1586.78936618
2628,1800.24692214
2630,3029.81991324
2633,2181.53090733
2636,8234.47615198
2640,1002.30763694
2641,1193.86789963
2657,4775.76872582
2659,986.483533631
2662,1009.37834891
2663,1836.02868633
2667,2313.99231553
2670,901.696110474
2682,2194.94742278
2694,3135.52584642
2699,6390.16021386
2700,2947.21474016
2703,5460.64723524
2708,2177.24693276
2714,863.1337695
2725,708.363613597
2726,1248.46544793
2727,1267.09064892
2732,1830.90943381
2733,5376.6076165
2736,5299.96143424
2745,2288.23683275
2760,1260.67173348
2764,1935.98389854
2765,5951.28452773
2766,583.565683134
2775,2020.80499685
2783,1639.43832101
2784,1078.75797176
2786,2269.8840387
2801,1301.8822867
2803,1795.94672549
2813,5335.40058303
2815,6862.96022708
2816,1407.64462444
2818,3006.58191141
2819,2222.5129053
2822,1156.59175265
2825,1671.84745069
2826,1317.65562365
2830,1494.91067182
2834,1300.83355754
2835,5628.08492325
2856,2634.77154739
2873,6194.56280455
2886,5589.41873028
2892,3295.97778012
2896,933.032552556
2897,967.19437111
2899,2038.45633057
2901,1052.11536097
2909,5692.60424322
2914,3624.85483646
2915,1149.6482345
2916,2175.56682562
2919,878.904335989
2926,2530.10438207
2927,1785.69701887
2933,1450.69616038
2934,3030.66522
2941,1768.10655398
2942,1755.42287969
2946,2552.23763554
2949,1553.84250892
2952,1631.21002466
2957,9792.17229785
2962,1967.70632597
2963,935.701365282
2965,1955.48316127
2966,6496.49372798
2971,2226.44102235
2975,677.620033842
2979,1045.63837918
2985,9511.68001578
2995,2792.55147665
2996,1376.7198326
3001,2958.75262748
3007,2476.07083374
3008,890.289079252
3014,3470.8873941
3017,11389.4045654
3021,1268.6554791
3025,2608.71754511
3026,956.470058801
3034,2280.32898651
3035,2461.55985743
3044,2972.91697405
3046,3086.31243791
3047,5596.25620139
3057,3112.80491114
3059,6582.05069434
3063,4128.34465471
3065,1303.88661131
3067,2339.64067521
3069,1328.19264259
3076,3409.37317404
3086,1176.04249298
3088,2228.66343288
3090,1895.41114473
3096,3201.48189106
3100,1042.02294583
3102,2076.89322354
3103,2314.88103679
3107,956.269582402
3118,1221.44929069
3120,4448.07991452
3123,2012.71644388
3128,1170.78301973
3132,1559.62012489
3140,1570.01714855
3152,2439.85483263
3165,3207.93554971
3183,1376.65544525
3190,1027.82174922
3197,1890.86832549
3201,1262.8000892
3203,1784.37669975
3214,2422.8311271
3219,2005.37361814
3220,1386.11850744
3221,4286.55399128
3229,1608.66187967
3234,1140.81989941
3235,3301.86751121
3240,1673.51660684
3241,1487.496753
3249,2179.75633556
3254,856.780282867
3264,4098.80362988
3266,2007.54022982
3270,807.803885469
3282,1862.42104961
3285,1857.03072326
3289,1247.73883667
3291,1459.07245861
3295,1996.93405432
3299,800.973141885
3302,1485.48349722
3303,5955.36451546
3308,3430.10972333
3309,4097.76294291
3324,2164.32081328
3327,5286.50070742
3330,4009.56558495
3335,1311.25209459
3339,1861.71251826
3340,2595.29519135
3343,1649.55114438
3350,2945.11808533
3353,1570.31111276
3356,8639.49096131
3361,3272.12811814
3368,1062.98073145
3376,1416.20313876
3381,1134.39261655
3383,2400.93541004
3397,2971.22842848
3403,2273.06093447
3405,1645.89880875
3410,1468.72152815
3412,2436.10149071
3416,2765.53578734
3417,1734.77589074
3423,3125.86766518
3427,6390.70332108
3435,3304.95933779
3439,1112.73857238
3441,2371.09502549
3450,1394.88759978
3453,908.858732394
3454,1280.75304448
3458,9177.84837568
3459,1605.76853525
3467,3695.05628755
3469,5919.18924472
3477,1131.53913582
3478,8813.89987902
3482,915.841910371
3484,5243.35815383
3506,2458.54497788
3515,6422.61396549
3522,3425.82172792
3523,1525.72391881
3526,1231.81719927
3532,1549.04615734
3534,1734.11125201
3537,1051.66564322
3539,949.581843076
3542,4554.14526789
3545,1038.82604304
3552,1661.80790179
3554,1241.9457606
3573,1926.46502488
3576,1166.10144475
3577,2831.07258363
3580,1580.2231892
3583,1079.47650706
3584,1560.08582566
3609,1114.63763745
3613,5331.12059658
3623,2129.5242313
3624,3704.77559708
3638,8169.92524389
3642,2080.19331564
3643,2354.29020253
3647,1377.17281213
3653,1832.7357057
3654,4253.20124885
3656,1503.76130066
3658,808.389799631
3659,3791.52165816
3663,6590.32079722
3664,3184.3615626
3666,851.125729902
3681,1327.09715479
3689,2872.6902621
3694,2842.92403505
3695,1458.52271659
3699,1468.12728652
3701,2313.36489277
3704,3375.88584297
3721,1163.59860009
3726,4217.93003696
3727,2940.09844795
3729,2516.94055333
3731,3969.99285443
3738,1384.31835344
3740,2732.73137621
3744,1663.94447227
3757,1008.75017534
3758,857.682385939
3778,1711.66769906
3781,3693.44377187
3790,6367.54236695
3796,1209.85430686
3798,6310.12431558
3804,1170.23975918
3813,1076.13269219
3814,1090.7004039
3815,2618.70336097
3818,2012.13010683
3823,2814.23928283
3826,7710.73013491
3831,1560.04834315
3834,3753.90594601
3835,2732.3890925
3849,2366.86617959
3850,2580.62219369
3855,2309.71634117
3864,2528.29645515
3867,2091.6208598
3871,1108.03485598
3879,1713.61521773
3880,2543.8240349
3882,4460.0414113
3884,9724.86990853
3893,1819.08884231
3895,1520.54855005
3901,3043.25539395
3903,1026.34935056
3913,1512.77693509
3921,2146.51911641
3929,2464.96601852
3947,823.201507308
3962,1890.996521
3963,931.883701965
3966,1786.63542172
3975,1793.09157836
3976,5881.85136756
3977,3010.57224418
3978,1174.89251997
3979,957.806859927
3983,1893.16625249
3985,788.491485825
3989,9134.81583073
3992,1835.79392509
3995,2169.61722618
4008,2230.60852632
4013,1760.34497099
4029,1748.64106639
4035,3373.46606343
4040,2139.33948933
4048,850.813014173
4060,2101.63473167
4066,1246.32968745
4075,831.357637303
4079,2357.67474655
4083,1112.41849547
4091,1688.34949932
4092,6752.56344315
4093,2740.11974597
4098,2896.48640176
4108,1495.34597574
4109,894.469843734
4110,3171.12866174
4116,2201.49786285
4129,1724.90333846
4130,4265.44555645
4140,2145.17812595
4146,1559.62450031
4150,3998.1931481
4151,7649.15735521
4153,1394.69286348
4169,6009.45339135
4170,2029.22360065
4179,1625.67823169
4183,4157.19572305
4188,3209.07446405
4190,1505.37604855
4193,1484.06054095
4201,7720.83369562
4205,1189.67346923
4210,2468.88423063
4226,2052.86820925
4229,1857.08110338
4241,2807.91375681
4242,1225.10498564
4257,3306.46931308
4258,652.469858392
4260,2397.96887431
4263,5470.5036215
4267,803.871661689
4273,2122.04081875
4274,1943.73811874
4277,1185.40797134
4281,1553.50027431
4283,4585.61718366
4293,2737.36293745
4294,1403.85445269
4305,4314.54457449
4307,3101.6328719
4318,1448.0988827
4325,2274.3193403
4327,4550.43880511
4332,3242.0018903
4335,4421.263239
4336,3922.97938717
4337,695.524004954
4339,3945.35563364
4343,1412.00514693
4346,912.526416188
4348,1650.64709895
4350,3717.47529982
4358,2048.21170709
4359,1976.85210751
4363,1839.7742542
4366,4130.73524818
4374,975.771226181
4375,2158.63371752
4377,1095.96914376
4393,3283.44904451
4395,2332.63855452
4400,1019.92467571
4402,6289.76085405
4404,7573.35922736
4415,2422.89559563
4418,1851.06287342
4422,1450.34354424
4430,1396.15993483
4432,2064.01211979
4433,1081.84844141
4435,6088.38231141
4438,1790.98960262
4444,1855.31472231
4447,2055.532251
4451,5194.25930702
4452,1947.68807193
4457,1483.12911026
4459,3697.4306691
4469,1329.79917806
4471,8772.83755363
4486,1133.81975239
4488,2417.82117922
4510,1481.64425399
4515,867.060911141
4527,3840.42006948
4530,1010.81357855
4534,825.087569565
4535,4040.12315152
4536,1295.82533628
4548,2817.12211165
4549,1619.82597668
4551,5368.18959707
4556,2576.29466108
4559,741.146028243
4564,1269.82684981
4570,4243.20817315
4575,7759.20681831
4584,3135.30714049
4585,2780.15141509
4591,1909.25173729
4592,2825.3350877
4593,1887.20250631
4594,1126.14526125
4598,1083.25493785
4607,2477.15050592
4608,921.544841044
4620,2335.98283188
4621,3095.11755655
4625,2880.27945841
4635,3088.87430585
4638,5052.65104534
4652,2772.69928239
4657,2492.4540994
4658,1980.90121927
4666,5631.47121302
4672,1441.23242819
4676,2972.97349176
4680,1028.49857857
4681,6372.3992749
4683,3313.55086098
4684,1013.605206
4689,2539.75250649
4690,2695.5977207
4692,1820.37921821
4697,1847.85977981
4700,1782.66004013
4705,18834.6413534
4721,1895.47466684
4726,1911.02508118
4729,905.837437613
4731,4665.32210747
4736,2069.70537343
4739,1785.66243874
4740,1707.98298514
4753,1168.26567513
4754,2558.9040756
4755,5114.9444377
4756,1086.6617643
4759,1723.54710788
4764,1223.80924903
4771,2956.13451728
4772,1648.84992372
4776,764.782859511
4780,3021.01172864
4784,1447.47324249
4786,1392.67232413
4787,3121.57044692
4789,1030.83038368
4794,1899.11102256
4800,1736.09220874
4807,3181.29228373
4813,8002.44655036
4818,2459.90622685
4823,10971.8206432
4824,1878.92163151
4829,2494.12767625
4830,899.110762116
4835,2599.64635799
4844,1693.27166224
4845,1600.00202145
4846,2357.01784697
4847,823.114886421
4854,2830.69742693
4857,3148.73081587
4861,909.667778006
4863,1147.19484732
4866,2710.20996008
4869,4182.77097027
4871,1375.07487636
4872,1999.09688428
4875,2743.85593738
4877,9077.51763551
4878,941.749957847
4885,1987.12318161
4886,1481.72693448
4888,3876.96535068
4890,1230.40358617
4896,1107.74537737
4899,2370.58654817
4913,715.829395299
4916,2091.43238191
4920,3904.84926294
4925,2840.91193147
4934,2046.18259133
4941,2389.96710604
4946,1601.047319
4954,2914.33181264
4956,1261.02818525
4958,4505.00934592
4965,1176.14364747
4966,1231.22623566
4970,2567.03568346
4977,1766.34100425
4980,2659.14674258
4984,1934.9703819
4995,876.833840545
4997,2893.41919915
4999,2079.47409455
5005,3653.51960744
5011,1576.34642955
5015,2317.12094639
5016,2486.09827313
5019,2891.45880781
5024,2112.73004552
5030,1996.875739
5031,1630.42382902
5034,2011.3707804
5047,10636.7464591
5048,2443.80052951
5052,1237.09911444
5061,1927.17427172
5062,8710.79648236
5067,3451.49540064
5068,4538.31145551
5077,1443.05558359
5079,1936.74021745
5090,3102.10817983
5094,2233.32702581
5103,1885.78355364
5104,876.767746983
5106,2166.19467595
5107,2079.59454968
5110,1159.15671007
5114,1746.85223302
5116,4235.30672198
5121,5768.54749297
5122,3031.93948396
5124,953.820085065
5132,4233.82800034
5133,1717.32399624
5138,2028.5521861
5143,2321.90514508
5153,1498.19332431
5154,1849.79207855
5155,865.570938878
5160,1701.88182445
5169,4416.71010989
5172,3584.9498406
5173,3150.90543934
5179,937.822775636
5182,2995.8631563
5187,1147.69844136
5192,3012.87192006
5211,1305.49753858
5213,3150.55734809
5219,906.540544596
5225,2553.68302604
5226,1096.59118251
5227,4720.39107583
5228,2212.96144395
5239,3835.55808402
5241,1474.58184214
5244,2134.41884676
5248,3949.70843867
5260,1192.02066415
5266,1055.75732482
5273,1812.58767514
5280,7556.94137213
5298,4336.74111806
5300,1040.69670274
5306,3178.15299827
5307,1130.10043529
5311,4563.72172243
5316,1116.11550309
5323,853.350189128
5332,1690.97759901
5336,1681.47472412
5338,979.246145849
5342,3261.13435036
5347,1223.94076618
5355,4014.83080038
5357,1948.18292722
5362,1346.38047587
5363,1251.76405862
5364,952.552206003
5366,2184.10856654
5374,5027.01739268
5375,702.526596038
5379,2864.94783114
5380,2469.6168595
5383,795.711153661
5385,1536.22892766
5390,1757.85454775
5393,4605.607087
5398,1959.93513545
5411,2596.92776386
5414,898.532779263
5429,1419.61475854
5432,8868.72062974
5436,1260.71653883
5437,5219.75846256
5439,1180.30282558
5440,3384.88572384
5449,1402.62312192
5458,1212.08729856
5460,851.739710279
5462,1135.37129965
5463,2422.32654657
5465,2427.46966508
5467,3525.4618714
5475,2613.49348124
5483,1903.80102141
5485,1219.30207045
5489,1733.25278468
5493,2678.98740984
5497,755.454315087
5501,1368.21922262
5506,1272.43080312
5507,1548.55946022
5510,2978.33153866
5524,4471.52757332
5531,1310.33942846
5542,3801.95768471
5543,2125.34245136
5544,4708.35750653
5552,1740.4913593
5560,2303.05921471
5563,3970.85551654
5573,2572.57449673
5579,1055.45820172
5584,3143.12957562
5585,9397.93399331
5594,1488.29456377
5595,1843.56639073
5597,1852.79061931
5598,1429.70608224
5604,1652.45544134
5606,1490.21951331
5610,1043.78016123
5615,4465.89828897
5631,1254.21149407
5637,1472.28667437
5646,1641.91124301
5656,3151.86145086
5658,10728.7618044
5666,1413.56470624
5668,2563.94313915
5673,1289.26464888
5680,1262.32145915
5691,2629.62754275
5692,6664.45684505
5693,1993.10232511
5697,3434.05772892
5698,1650.09704102
5700,1982.57636987
5704,2080.62515615
5705,1805.7671168
5707,960.991757232
5710,896.361018199
5716,851.976633146
5720,1612.72053111
5722,2226.4291366
5727,2001.16908283
5733,1412.57869409
5737,2429.38449144
5742,3700.61404753
5747,881.587015643
5760,2732.17297565
5774,1491.5735848
5788,4954.8589935
5796,1736.17989337
5797,1369.0629277
5800,2361.81679837
5812,1461.03507921
5814,1173.31013947
5818,1120.27610469
5819,3304.90083574
5823,5359.64107093
5826,2908.43807696
5830,1656.55849268
5831,1510.22406091
5846,2561.46879702
5864,2085.30993067
5869,603.731262357
5870,4069.82493675
5879,1296.1651711
5883,10380.3507093
5886,1156.5247192
5889,4893.01353928
5904,1998.24412267
5905,1070.99022586
5910,2904.19396389
5911,2121.01135626
5914,1662.00284293
5915,1593.64384813
5920,1059.83083484
5925,1749.47137624
5926,1879.73169963
5934,2671.79323088
5939,2986.62927368
5941,986.286303234
5943,1007.54157818
5949,3456.41300339
5961,1647.88727985
5965,5146.93869867
5966,2543.68693171
5969,706.242457433
5970,2246.13085841
5978,3121.27151893
5979,2658.05085055
5983,1339.3474389
5985,6152.05618404
5989,1326.19595728
5997,1477.32508254
6004,2141.14475616
6010,4101.38926487
6013,1433.22210115
6019,1513.95881994
6020,1155.20401496
6032,1090.13384257
6036,5155.57762507
6037,5721.19097359
6039,1582.97346243
6050,1761.70893729
6051,1501.38923638
6053,4819.69785262
6057,1598.87680481
6059,1230.71335231
6067,3909.01103856
6068,1379.79527308
6075,1556.05010104
6078,786.522084592
6079,4780.87699251
6080,3725.42713847
6082,4230.76940175
6084,1178.01760817
6091,3116.40591678
6092,1288.2330395
6093,5173.61265352
6096,1704.75586357
6102,1690.82082755
6105,1607.96488392
6116,1698.21377631
6122,853.097073469
6126,973.092646535
6131,4181.57397839
6140,5371.67170166
6141,1187.77827341
6146,905.947548461
6147,2581.76763433
6157,2883.24711592
6162,2382.19408945
6163,2220.13247064
6165,2204.35114804
6170,6969.91475296
6208,1788.00165018
6216,4284.19545562
6218,1693.19789787
6223,2467.87845155
6224,2004.23608978
6227,1744.96038809
6240,10514.9796721
6241,1438.25548971
6246,1198.32533315
6248,4314.66812
6249,1145.99956277
6255,1574.51252187
6261,3064.98362344
6262,7439.7136257
6269,1561.89278708
6271,2090.99623228
6278,2726.64506234
6284,1569.05605703
6285,1381.60389734
6287,1063.80555076
6288,2403.08941966
6291,2205.4235427
6296,900.768635545
6297,3392.44064191
6304,1838.65517695
6309,2977.53059338
6310,881.249059518
6311,2294.79782867
6316,1160.73435176
6319,1562.84514421
6332,9642.30057564
6335,6560.49010281
6336,1215.67234169
6341,1047.07052822
6359,1214.51913575
6369,1815.91749523
6375,678.00223991
6378,3238.47165549
6380,3138.26413175
6385,10692.5901962
6387,7676.87285046
6391,2807.38266411
6392,724.237480994
6393,2581.22856998
6400,818.840542693
6411,2721.11472107
6415,1990.2816971
6416,2281.53055693
6419,3143.56622457
6421,1176.91871409
6432,2264.67410672
6438,1660.97698194
6444,854.518778926
6445,1496.40056955
6446,1265.15679134
6448,8217.63205218
6452,1361.47619082
6459,1882.04492908
6470,3954.16863827
6475,880.954938424
6484,2514.78669907
6492,2420.09744236
6502,1777.85911136
6505,1201.88823888
6506,1802.49524615
6513,1801.7006144
6514,3160.55349398
6524,4887.85518883
6525,662.158392849
6528,1507.11500684
6529,8810.27999992
6531,1726.18368658
6538,1738.4609419
6541,4103.99611091
6546,2662.74638418
6553,791.812184764
6563,688.039474322
6567,1802.97615385
6586,5718.59354233
6588,2364.99734479
6589,4358.9418951
6591,3505.41164467
6596,1309.668295
6607,1571.29502501
6613,10585.8158471
6615,1961.97558577
6625,1235.54588131
6629,3274.21983388
6630,2502.71481557
6632,1353.38320803
6640,839.025797674
6645,2817.6168614
6648,2148.3628576
6656,1582.28137373
6658,2600.6788274
6661,1575.43287686
6663,2288.795337
6665,2906.35272229
6673,1711.3730917
6676,1819.79661726
6681,1259.42991889
6683,1606.50734705
6684,839.132693704
6695,1216.7011583
6697,1484.66940338
6700,2837.20272804
6702,1116.90584975
6703,1288.04169559
6704,3541.96343196
6712,4393.66685969
6716,4655.16192994
6723,1252.91026571
6733,3894.85229043
6734,2241.86555726
6739,3878.44604189
6743,646.458818001
6746,1617.38493117
6756,1321.44414182
6758,1392.25249691
6765,939.002172406
6772,2165.63672225
6776,3639.26222329
6777,1797.20375398
6784,2905.00917204
6785,1306.33720092
6788,1617.32532984
